mmsi,lat,lon,sog,cog,haeding,vesselname,imo,callsign,vesseltype,status,length,width,draft,cargo,tclass,direction
367367430,40.73885,-73.96897,20.3,171.2,511,GENE FLATOW,,WDE5486,60,0,20,8,,,A,
367504980,38.70546669720842,14.222604939862917,4.7,117.4,118,SID MOLLER,,WDF9421,31,0,26,9,,,B,sn
367612470,29.75481,-95.1778,0.2,134.7,315,HOS CLEARVIEW,IMO9647605,WDH3935,90,0,97,19,6,,B,
367019860,29.37867,-90.259,0,-49.6,511,LIA JANE,IMO8660507,WDC4148,30,5,26,7,,,A,
367535250,31.483114634053393,29.230563404604766,0,-152.3,125,CHARLES L STRAIT,,WDG4314,31,0,53,15,,,B,ns
303913000,27.95455,-82.442,0,0,1,GORDON GUNTER,IMO8835255,WTEO,90,5,68,13,4.6,,A,
339514000,27.93104,-82.52676,0,171.1,83,MOON DANCER,,6YSU3,37,0,28,7,2,37,B,
366967640,44.47606419669316,13.519308079618696,0,130.6,511,CINDY L,,WDB8999,31,15,12,6,,31,B,sn
367015310,42.913411590969126,16.39992326926248,0,-50.4,511,MISS MARION,,WDI5380,31,15,15,6,,,B,sn
366993180,28.91166,-95.35753,3.6,50,511,LADY G III,,WYH7378,31,0,17,7,,,B,
366953890,29.70726,-89.98105,8.3,154,153,F R BIGELOW,,WDB8153,31,0,46,13,,,B,
338210856,48.53774,-123.01472,0,-49.6,511,CAREFREE,,,36,,13,,,,B,
229697000,48.60477,-122.54609,0.1,64.1,136,HAKO,IMO9691814,9HA3527,70,1,199,32,13.3,,A,
367605130,27.81333,-97.40183,8.3,96,511,DAHLI BROOKE,,WDH3184,31,15,20,,,,B,
367461370,29.12206,-90.20568,0,-106.6,511,CROSBY TROJAN,IMO8213017,WDF5278,31,5,36,9,4.3,32,A,
367562810,30.2831,-91.15362,0,1.4,272,GARY REED,,WDG6997,31,5,26,9,,57,A,
316005496,34.309409113412656,32.75622173194003,0,-49.6,511,STORM SPRAY,,CY8295,31,0,19,6,3,,B,
338155132,24.56167,-81.72517,0,-49.6,511,CATCHIN' MOMENTS,,,37,,23,5,,,B,
244203000,27.84296,-97.07279,0,-56.9,258,HAPPY BUCCANEER,IMO8300389,PEND,70,5,145,28,8.3,,A,
366998580,36.816317716443635,13.387186065734754,0,-193.2,511,SAVAGE SENTINEL,,WDD4740,31,15,13,6,,,B,we
367473240,34.54151675149157,32.93802942938193,0,-196.6,511,MISS KAYCI,,WDI3436,31,12,16,6,,,B,
366837890,34.42096890920557,32.61707105865025,7.6,159.9,511,CAPT CRAIG,,WDG7988,31,0,13,5,,,B,
367157570,32.42935617804909,28.914089050275045,0.1,-147.2,511,CATHERINE C MILLER,,WDD5389,31,0,19,7,,31,B,ns
367683340,34.73447161099234,27.609299771025743,0,202.7,511,DREAM SPEED,,WDI2942,60,15,19,5,,,B,ns
367155310,35.294765226503806,18.185065383446975,5.1,13.6,15,BOLIVAR POINT,,WDD5224,31,0,21,9,,57,B,we
367514360,34.13794995284055,17.704867749107006,0,45.8,335,SAN PEDRO,,WDG2312,31,0,25,,,,B,we
366967790,34.28134840776936,33.34094870763985,0,-157,511,EMILEE ALEXIS,,WDH9019,31,12,18,7,,,B,
366963430,33.119566826955975,14.56396037401851,0,121.1,127,JERRY TINKEY,,WDB8737,31,0,48,12,,,B,we
367442160,40.34566552720462,5.390509421205175,0,-148.1,511,JUBILEE,,WDF3628,37,15,20,6,,,B,we
367304020,36.37235342158381,27.587307894585898,0,-169.8,151,MARIE J TURECAMO,IMO7337880,WDD8881,31,0,29,8,3.8,52,B,ns
366990450,38.518363774840076,24.88389054482591,4.3,-189.6,511,CHARLIE WELLS,,WAH4742,60,0,19,10,,,B,ns
369378000,36.503463975447055,12.295816626454998,0,-169.4,511,,,,,3,,,,,B,we
636092486,33.83494831391495,32.92335471597302,8.1,-132.3,278,JULIAN,IMO9273210,D5DR9,70,0,225,32,14,,B,
368073320,32.79147511597078,16.042165388426433,0,1.5,355,,,,,5,,,,,A,we
367003520,39.05207239211037,24.54591592664134,0.1,107.5,511,NATHAN P,IMO8968234,WDF2427,31,12,26,9,,57,B,ns
259578000,29.30652,-94.81354,0,-131.3,201,SUBSEA VIKING,IMO9182899,LJJL3,90,5,103,24,6,90,A,
368015160,36.42825222166193,14.367084753992298,5,168,166,,,,,0,,,,,B,we
367770480,34.932263415283465,18.347059985693196,5.2,-150.6,511,QUAKER STATE,,WDJ3701,31,0,21,7,,,B,we
367481670,44.41844415857729,13.555262193868472,0,-49.6,511,ALLISON RACHEL,IMO8976554,WDF7157,31,0,21,9,,,B,sn
367798430,44.26552026504036,33.440382020035415,0.2,172.5,88,H207,,WDJ6505,60,0,,,,,B,ns
636013115,32.244321030769555,28.770282555659996,11.8,48.9,49,AKERAIOS,IMO9328297,A8KS3,80,0,183,32,12.5,80,B,ns
367158710,44.90281002385519,36.66410166207292,9.5,112.3,511,THE BIG M CASINO,,WDD5459,60,15,42,11,,,B,sn
367651810,38.63635448876493,7.944658209791389,0.1,102.2,511,KATE GOLDING,,WDH7802,31,12,22,,,,B,we
367665130,32.87454148593181,31.032803867262917,0,-133.8,511,AMY ROSS,,WDH9150,31,0,18,,,31,B,ns
367145440,44.60251317986196,32.764956271870034,0,-49.6,511,KATIE GONSOULIN,,WDD4496,31,15,21,9,,,B,ns
367516730,43.27488864729977,32.824585571199684,0,-67.9,293,STACY T,,WDG2546,31,0,30,7,,,B,ns
367163340,34.288578847021014,18.068260355741998,9.9,-169.4,239,MEHETABEL,,WDD5767,37,,22,5,,,B,we
367003380,43.08830186858492,33.97296219834861,17.1,83,83,JEAN ANNE,IMO9233167,WDC3786,70,0,176,31,8.8,,B,ns
370363000,45.057052663437275,36.560541782529306,17.9,34,32,SEVEN SEAS HIGHWAY,IMO9238521,3EDJ6,79,0,200,32,8.8,79,B,sn
367526590,40.01893081802141,4.453025715670945,8.2,-141.8,265,FREEDOM,,WDG3490,31,0,20,7,,52,B,we
367190220,38.78792,-75.16163,0,0,511,DELBAY,,WTN9784,90,,19,,,,B,
367666980,44.81900385300411,13.454846677807394,0,-191.8,511,LADY LAFON,IMO9095125,WDH9335,90,0,21,7,,52,B,sn
367061980,43.34176936507351,32.947808096256374,0,-90.1,210,KIMBERLY TURECAMO,IMO7914573,WDC6838,31,0,30,9,,52,B,ns
367770280,33.04289525305174,29.06654178661781,0,-49.6,10,SIR WINSTON,,WDJ3678,60,0,,,,,B,ns
367479630,25.77207,-80.17348,0,174.9,511,MIAMI,IMO8103004,WDF6958,31,0,27,10,3.8,,B,
367323780,29.68796,-91.19611,0,185.2,511,MR COLBY,IMO8964575,WDE2343,90,5,38,9,3.2,70,A,
367782180,47.57535,-122.18905,1.8,-203.5,511,RHAPSODY,,WDJ4890,37,,,,,,B,
367712170,44.86808988502715,36.63855352088118,0,-49.6,511,COLE,,WDI5792,31,15,16,,,,B,sn
367505630,40.516134335056094,17.59211574524772,0.4,-193.6,124,BOOTSIE B,,WDF9484,31,12,54,14,,,B,sn
366952340,33.97444758548846,33.10514447140496,0,173.9,295,DECATUR,,WDB8065,31,12,21,9,,57,B,
367311850,27.97689,-82.82445,0,-49.6,511,STARLITE MAJESTY,,WCX8324,60,0,29,9,,,B,
366637150,44.96159730978797,31.480565977965373,0,19.5,280,HARRY M,,WYR2936,31,0,28,9,,32,B,ns
477276600,41.45039414025133,29.15852804302333,16,104,103,OOCL CANADA,IMO9477880,VRIB2,70,0,334,42,14.7,70,B,
367428690,41.36714971267725,29.477846867038604,0,163.9,119,BERING DAWN,,WDF2490,31,0,24,8,,32,B,
366993180,41.20249394994512,29.246845390239095,3.5,55,511,LADY G III,,WYH7378,31,0,17,7,,,B,
211839000,35.5437701706095,27.880353005749896,16.3,138.7,137,CHICAGO EXPRESS,IMO9295268,DCUJ2,70,0,336,42,14.6,79,B,ns
367171240,30.01458,-90.82986,0,-111.7,80,SUE HOLSTON,,WDD6313,31,5,20,7,,31,A,
367662790,48.60979,-123.15384,0,-163.6,511,LADY JANET,,WDH8916,37,,20,6,,,B,
367617270,45.43198464327477,32.17968621302346,12.8,-153.9,511,ISLENO,IMO9341201,WDH4396,60,0,47,12,2.7,,B,ns
366207650,44.843212873807374,36.712810099103876,7.9,33.6,30,PACIFIC,IMO8856780,WDJ6800,30,15,22,7,,,A,sn
366988880,33.88798787721985,33.00981949147519,7.4,116.4,511,WL CALLAHAN,,WDK2194,60,5,17,8,2.5,60,B,
367146360,37.18706149865588,26.14276754260643,0,-130,511,FOURNIER GIRLS,IMO6921359,WDD4563,31,0,36,9,5.1,52,B,ns
367513170,38.4563754772665,24.59783010185137,0,-111.6,511,LASSEN,IMO8652964,WDG2199,31,0,20,7,,,B,ns
368044430,35.72665334645706,17.044177065384993,5.4,-132.8,275,,,,,0,,,,,B,we
316012046,32.70335137046691,14.78638233725245,0,0,511,,,,,0,,,,,B,we
367333530,34.741706895714856,11.136028785735528,0,-117.3,511,,,,,15,,,,,B,ew
368118280,44.36781763239877,13.800952506561666,0,-122.8,179,,,,,15,,,,,B,sn
367653630,40.747737561048666,29.90527377630029,0,0,511,OSCAR B,,WDH7993,60,0,33,,,,B,
538001647,41.324657613341955,29.493660552709354,2,-165.7,54,DECISIVE,IMO9242364,V7DI7,90,3,138,21,7.8,,A,
477430900,38.84211461150845,6.760412580558014,0.1,-131.1,74,,,,,3,,,,,B,we
367157580,57.78586,-152.41048,0,-203.4,511,POINT OMEGA,,WDD5390,30,,20,6,,,B,
538070204,36.06504015625169,14.78064590624984,0,-127.3,511,SALTY DAWG,,V7JR7,,15,,,,,B,we
366904950,40.750568415075705,29.90628222386671,0,-96.6,318,LEE A TREGURTHA,IMO5385625,WUR8857,70,5,251,22,8.6,,A,
368121940,39.73237004249866,6.046518608731042,0,-80.3,344,,,,,15,,,,,B,we
368078690,39.41604482281423,14.845673190083739,0,195.9,142,,,,,0,,,,,A,sn
367061610,33.05934705612294,30.181962035964947,6.6,-129.3,279,BARNEY TURECAMO,IMO9132105,WDC6808,31,12,36,10,4.3,,B,ns
367719540,36.85262867509812,12.687097332348298,0,-165.8,511,SIOLA,,WDI6521,31,15,15,,,,B,we
367702260,32.3240223453696,31.28758438831773,0.1,-151.1,4,MARY SCHEEL,,WDI4812,31,0,38,13,,31,B,ns
210959000,37.211308856372426,25.735084311770425,13.2,203.5,203,GUADALUPE,IMO9330941,C4FR2,70,0,99,16,5.9,,B,ns
367180790,42.33325158623363,34.89237663067467,3.8,110,511,THUBAN,,WCZ4986,31,0,16,9,,,B,ns
366904940,33.92985151818967,11.545306279293154,10.7,-119.9,290,PAUL R TREGURTHA,IMO7729057,WYR4481,70,0,308,32,9.2,,A,ew
366996040,41.70907234073421,3.1597460384306695,5.8,-173,233,CITY OF JOLIET,IMO8408349,WDC2653,31,0,43,13,2.7,,B,we
367594470,29.81948,-92.28941,4.7,-88.5,511,CAPT J W BANTA,,WDH2110,31,15,23,,,,B,
367773620,36.230483128276795,13.26056892179494,0,-178,511,STOLEN BASE,,WDJ4020,37,,,,,,B,we
367109910,42.551630300388226,33.80138877220626,0,-67.3,95,CONSTELLATION,IMO8030788,WTF6290,30,0,47,11,3.5,,B,sn
367693850,43.72044333872699,33.88184653523832,0,-147.5,511,NANCY MCALLISTER,IMO8218914,WDI3971,31,0,32,10,4.6,52,A,sn
316021988,39.0157766823504,24.897583234472386,0,-102,511,CONSTITUTION,,VY9477,,15,,,,,B,ns
366047000,34.630883669517225,27.750144032735253,0,-55,0,AMERICAN TRIUMPH,IMO7738412,KTHZ,30,0,87,16,3.7,30,B,ns
367005480,39.51785136560161,5.5789460364307,0,22.8,511,CREOLE SHAWNEE,,WDC3301,31,0,15,6,,52,B,we
366879570,36.13732123201291,14.177421027613379,0,-200.3,511,CAROLINE GUIDRY,,WDB2770,31,0,15,6,,57,B,we
367138430,37.20082690224818,12.136288862198077,0,-101.6,322,AMY MARIE,IMO7932111,WUS2556,30,7,27,7,,30,B,we
366973590,29.3134,-94.77874,0,-83.2,44,LONE STAR,,WCY9015,50,0,15,9,,50,B,
366899000,41.51365835506056,11.11428900352836,0.1,85.3,21,,,,,1,,,,,A,sn
369145000,34.526887412391474,11.26310465767624,0.2,3.6,511,M/Y OCEAN DRIVE,,WDH8535,37,0,0,0,2,37,B,ew
367107940,34.87779786508113,12.395375373330674,2.4,4.4,511,BIRDIE P,IMO8939075,WDC9885,30,,23,7,,,B,ew
367003250,41.25805372188396,29.259529217725355,0,-149.7,511,SARAH REED,,WDH9748,31,0,19,7,,,B,
316003527,42.12774469977131,34.84503695392066,0,-104.7,511,BELINA,IMO5039678,CY3195,30,0,23,7,2.9,,B,sn
368076250,42.32259586648588,16.182775300664872,4.3,-171.6,239,,,,,0,,,,,B,sn
367319530,40.73390583043519,29.890484694566897,0,12.1,511,STELLA,IMO8958643,WDE2039,30,15,17,7,,30,B,
367091990,32.843133390509514,30.33649956314911,8.4,-54.6,511,MERRIMAC,IMO7436727,WDC8717,31,0,21,7,,52,B,sw
367341190,34.001910974071876,33.27631115461169,0.2,-108.7,323,WYE RIVER,IMO9512379,WDE3583,31,0,29,10,,31,B,
316023307,34.136411718728425,12.33139990010315,0,26.5,511,MIDNIGHT STALKER,,,37,,,,,,B,ew
316003616,33.088298260898256,28.5472926533092,0,117.7,511,STORMONT,IMO8959893,VA4269,31,8,22,6,2.7,,B,ns
367005220,40.70830299373679,18.049680923781498,0,-165.1,511,,,,,0,,,,,B,sn
338194303,40.800155958181264,18.852157446949764,5.1,179.3,511,MIK BETH,IMO0000000,,37,,15,6,,,B,sn
367135430,33.29669858628149,27.924951737896325,0,-177.4,167,ENERGY HERCULES,IMO9397365,WDD3733,31,0,29,10,3.7,52,B,ns
338149432,43.07610913410693,10.532138131161389,0,-144.8,511,MOBILLITY,,,37,,8,,,,B,sn
367684460,32.60469465870294,28.665043942197816,6.5,127,124,MR RUSSELL,IMO8956279,WDI3050,31,15,21,7,2.8,,A,ns
268112000,38.96248346475312,14.84034623562706,0,-49.6,511,,,,,0,,,,,B,sn
304204000,36.149210916001344,14.418497738106236,12.1,155.4,156,HC NADJA MARIA,IMO9214173,V2AV4,70,0,129,15,7.4,70,B,we
367755970,34.08756942077376,32.98939384844661,0,-180.2,511,SUSAN CROSBY,,WDJ2181,90,3,64,12,,,B,
368063940,29.99649,-90.44116,4.5,-133.2,273,,,,,12,,,,,B,
367421230,37.56772062921225,10.288855963096456,0,11.2,511,ST RUFINA,,WDE9783,60,15,23,8,,,B,we
367367530,33.590358677927384,11.989020680523238,3.8,-168.9,511,LADY OF LOURDES,,WDE5493,31,12,22,9,,57,B,we
636019200,29.5974,-89.83595,11.4,-111.4,296,,,,,0,,,,,B,
367146780,29.57691,-90.60874,0,-154.3,90,ROBERT G STONE JR,,WDD4596,31,0,25,10,,57,B,
367609770,34.68206806124616,11.29510733327095,0,0,511,ST LOUIS RIVER,,WDH3679,60,0,14,,,,B,we
367005670,29.13929,-90.2053,0,-184.6,511,CHERAMIE BOTRUC 33,IMO7829352,WDC3314,90,0,51,11,3.7,70,B,
367402930,40.75004564653132,29.88753677305945,2.4,-118.1,301,JEAN AKIN,,WDE8216,31,15,28,7,,31,B,
367012640,40.72937925026001,29.91078052369837,0,-136.1,511,LINDSEY,IMO8973021,WDC3699,31,0,21,9,,52,B,
367536660,32.541028469299455,31.577681963738502,5.9,170.1,171,DAN L,,WDG4449,31,12,32,,,,B,sw
366970070,29.97182,-90.02395,0,-181.5,511,SHANE C,,WDH7358,31,15,16,6,,,B,
366865390,38.35433457628225,25.677040177151575,0,-124.8,511,BELLAGIO,,WDA9457,60,9,22,5,,,B,ns
636012589,29.5942,-93.75228,0,73,190,FORMOSA THIRTEEN,IMO9272503,A8GJ7,80,1,179,32,12,80,A,
366907630,34.14332630473152,12.00606732003638,0,-187.9,202,PATRIOT,,WDB5255,60,0,23,8,,,B,we
366799770,34.263826017459905,29.328054217151482,0.1,18.4,511,CHARLES E MARTIN,IMO8635526,WDA3566,31,12,28,9,,57,B,sw
367702460,34.21586358095324,11.808030851665581,0,74.6,304,SAFETY JOURNEY,,WDI4830,31,0,21,8,,31,B,we
338644000,33.422440982237376,28.371416938965705,0,160.1,511,SOUTHERN QUEST,IMO9222637,WCZ5544,90,0,62,14,4.4,70,B,ns
367395010,39.815722179966784,6.068020656681841,0.1,72.8,511,SALVATION,,WDE7579,31,12,22,9,,57,B,we
367032830,29.6518,-94.96807,0,169.3,511,DULARGE,IMO8767575,WCS8769,90,0,30,14,,,B,
367702090,36.8058204421621,11.551968177928723,0,-122.7,5,D & R BONEY,,WDI4797,31,0,39,12,,31,B,we
316018828,49.30304,-123.02331,0,-49.6,511,QUEENS REACH,,VG7056,30,,19,6,2.9,,B,
366980250,41.488406403920216,29.256037000443765,0.1,83,60,BRIAN S,IMO8841943,WCP9410,31,0,30,8,3.5,31,B,
367637210,29.39865,-88.62717,0.4,49.7,511,MARILYN M,IMO8998148,WDH6367,60,0,47,9,,,B,
366995640,40.7075,-89.55283,7.7,-196.8,219,CITY OF PADUCAH,IMO8845341,WDC2617,31,0,39,13,,,B,
368005960,47.60957,-122.21007,0,30.7,511,MUTINY,,WDJ7361,37,,,,,,B,
367787760,45.55024,-122.70509,0,-106.8,511,MFSA 1,,WDJ5448,54,,,,,,B,
367345360,30.0451,-93.32802,0,-177.5,511,JULIE MARIE,,WDE3868,31,0,15,4,,31,B,
240592000,29.96212,-90.29608,0,-164.6,238,CAP LARA,IMO9330874,SXBW,80,1,274,48,17,89,A,
367644150,47.62947,-122.39059,0.1,-108.1,511,RADIO FLYER,,WDH7039,37,,12,,,,B,
367395330,33.61547,-117.90289,0,-186.8,511,THE LAST HURRAH,,WDE7609,37,,24,6,,,B,
367079970,29.99584,-92.79047,0,-187.8,511,MR NICK,,WDC7988,31,5,12,5,,31,A,
367148850,41.89103,-87.60295,0,86.5,511,SPIRIT OF CHICAGO,,WDD4773,60,5,47,10,,,A,
316001247,33.71412625643057,11.62928403114424,0,43.8,118,QUEEN OF CAPILANO,IMO9008354,VY9513,60,0,96,21,3.6,,A,we
367132770,29.28714,-88.76044,0.3,-185.2,511,GENESIS,,WCX8407,60,0,41,9,,60,B,
366959840,29.72443,-95.02025,0,-138.8,343,MISS CYNTHIA,,WBM8719,31,0,21,7,,,B,
636091784,34.8245,-75.15417,16.5,195,199,NORTHERN DEMOCRAT,IMO9391787,A8SV9,70,0,230,32,12,,B,
477133200,43.7258584962232,33.820777833141214,9.6,-143.9,267,BISCAYNE LIGHT,IMO9141235,VRNA2,70,0,154,26,9.9,0,B,sn
366996570,35.16186864056843,-3.3447178916402613,1.6,-76.6,511,LAMPASAS,,WDC2701,31,0,18,7,,57,B,ew
367194680,39.198252277131054,24.63118432988711,5.1,0.6,11,JOSHUA DAVID ESPER,,WDD8059,31,15,42,13,,32,B,sw
367028990,38.46067,-81.81861,0,-49.6,511,CAPT TAG,,WDC4692,31,0,12,4,,,B,
367530220,33.74175072213191,32.980580192520094,0,32.1,511,ST JOSEPH,,WDG3842,,0,20,,,,B,
367780870,29.54599,-90.70176,0,-49.6,511,SARAH BORDELON,IMO9350367,WDJ4762,90,5,49,10,3,,B,
367639030,45.00782020497634,36.486691185944444,3.1,90.2,511,NYPD 37,,WDH6538,90,0,,,,,B,sn
636017519,29.94025,-90.36273,0,-128,288,PORT ORIENT,IMO9735103,D5LI8,70,5,199,,,,A,
367474720,29.84982,-89.98365,0,14,511,MOOSE,,WDF6482,31,15,17,7,,,B,
367733240,45.81046271710164,31.187563426758985,0,-49.6,511,DOROTHY L,,WDI7891,31,10,18,,,,B,sn
367662330,44.93642710629532,31.55588055300771,0,146,511,ANDY MULLINS,,WDH8869,31,0,15,,,,B,sn
367618310,34.04428661247058,33.358951501365446,0,-148.4,334,JUSTINE MCALLISTER,IMO8107878,WDH4493,31,0,33,10,4.9,31,B,
636013683,34.7311885436345,27.754352262083756,11.9,34,35,NEW ABILITY,IMO9361512,A8OQ2,80,0,228,42,14.8,,B,ns
367702250,34.896686946949224,28.667058812500105,3.7,-55.6,355,LEONARD L WHITTINGTO,,WDI4811,31,0,39,12,,31,B,sw
367534680,34.29829863737706,32.818739743617336,0,-137.5,354,CAPT NILES SHOEMAKER,,WDG4261,31,0,25,,,,B,
367373870,34.547591940540386,12.472861803944834,5.7,-72.7,511,MISS KAYLYNN,,WDE5961,31,0,20,7,,,B,we
367155550,34.39970904168809,11.105300645554555,0,-203.3,511,RENEE T WHATLEY,,WDD5243,31,0,22,8,,52,B,we
367638070,33.513719954547604,11.898675046527652,8.7,38,41,MARQUETTE WARRIOR,,WDH6449,31,12,46,13,,,B,we
367099750,34.75154539628961,10.986815832134727,0,-189.5,511,LEONARD M FISHER,,WDJ2891,90,15,,,,0,B,we
367306570,29.80675,-93.99896,3.3,35.6,35,ZELAND M DELOACH JR,,WDD9083,31,15,23,9,,,B,
316009843,44.31641521053453,32.95531063485349,0.2,172.4,511,J R W,,,31,0,12,5,0.6,52,B,sn
367319370,36.48295295158091,1.3462725018750774,0,52.6,511,PIN OAK,,WDE2026,31,15,19,7,,,B,ew
368002250,35.223523513049436,-1.7489157208819002,4.7,-89.2,511,DAVID CHOATE,,WDJ6998,31,15,,,,,B,ew
367405340,41.50073100192053,29.20329293630277,0,-109,189,KAREN EVICH,,WCZ2743,30,0,17,7,,,B,
367772250,36.12831885359753,-2.1756199345524143,0,-49.6,511,WINDMILL POINT,IMO8305511,WDJ3875,90,15,56,11,3.6,,B,ew
367379660,40.226661421734896,5.6939860001244105,7.9,199,511,GREGG MCALLISTER,IMO9549542,WDE6393,31,0,23,10,,52,B,we
367323230,39.31558924646873,7.750174544995667,4.2,19,25,CAPT JACK HIGMAN,,WDE2304,31,12,21,9,,57,B,we
367310520,41.515990992442816,29.087752442237065,0,134.3,511,MEGAN-RENEE,,WDD9378,,12,52,15,,,B,
338124784,34.24478,-77.95182,0,0,511,IKA MINNEAR,,,37,,12,4,,,B,
338070514,33.72158,-118.14704,0.6,98.8,511,SEAWAY 127,,,57,,,,,,B,
316009090,41.19500404059206,29.20000330876865,0.1,203,308,ALGOMA EQUINOX,IMO9613927,XJBH,70,0,222,23,14.7,,B,
366771550,36.133852634689376,-0.5932527446633016,0,-66.5,317,NAPA,IMO8643004,WDE8110,60,0,42,11,1.5,,B,ew
367190510,35.91853942779024,27.697857254323406,0,-102.6,511,ARDIE,,WDD7737,31,0,15,5,,,B,sw
338130425,40.89333,-73.77968,0,0,511,CRUZ DEL SUR,,,36,,13,,,,B,
367693850,36.83775,-76.29126,0,-151.2,511,NANCY MCALLISTER,IMO8218914,WDI3971,31,0,32,10,4.6,52,B,
367369840,40.7247202922567,29.903008134156707,0.1,-73,511,ATLANTICO,IMO7215537,WDE5651,30,7,24,7,,,B,
367419770,42.26083882206893,11.657823938530164,0.3,-61.7,511,MS JANE,IMO8978150,WDE9656,60,0,29,7,,70,B,sn
368059440,35.73069795220728,-4.164276752138504,3.5,204,216,,,,,12,,,,,B,ew
367102000,29.92887,-93.87577,7.3,-192.8,216,,,,,0,,,,,B,
368926303,30.71296,-81.46032,11,110,112,USNS WESTWIND,IMO9472359,NWES,99,0,76,17,4.3,99,B,
368115480,32.0853,-81.09385,0,156,511,,,,,0,,,,,B,
366818870,28.92269,-95.33735,0,-178.1,511,FREEPORT PILOT 1,,WDA5322,90,,17,4,,50,B,
367504960,30.38236,-91.22215,0,-178.9,47,NATCHEZ EXPRESS,,WDF9419,31,0,26,9,,,B,
367714520,37.04116,-88.53452,0,-49.6,511,NICKSON,,WDI6033,31,0,14,,,,B,
367155110,34.15578715730705,10.931512680397788,0,0,511,CAPTAIN RALEIGH,IMO7937575,WDD5207,30,15,20,6,,,B,we
366996510,43.63528192153187,10.035854926713203,0,159.3,511,JANE L,,WDD4045,0,0,0,0,0,0,B,sn
368161000,32.59972,-80.1767,0,-142.6,267,WHITE WATER II,IMO8782331,WCY6968,30,,19,5,,,B,
366762780,29.97424,-90.39827,1.1,72.6,511,BAYOU COUBA,,WCY9195,31,15,16,6,,0,B,
316034963,49.74016,-124.3689,6.6,111.7,111,,,,,11,,,,,B,
247148700,27.76596,-78.66897,11.5,78,74,NEVERLAND,IMO9247390,IBCT,80,0,238,42,14.9,,B,
338224000,36.44912617642416,28.721968999566652,0.1,-96.1,59,DOC MAYNARD,IMO8793316,WDI3125,60,0,30,,,,B,
367790730,26.08716,-80.18554,0,-49.6,511,HAPPY HEART,,WDJ5732,37,,,,,,B,
367442380,36.71354601405241,28.75691751544914,5.9,91.6,511,LINNEA,,WDF3649,60,0,26,9,,,B,
367047270,35.933050430982746,28.04921306145547,1.4,146.3,119,LIBERTY,,WDC5845,31,0,31,10,,31,A,sw
366998050,31.89856376755215,18.334734817926794,0.1,116.2,511,SAINTE MARIE,IMO8983143,WDC2815,31,0,22,10,,57,B,ew
367360430,35.373830479759015,28.30122478485542,0,109.6,233,SILVERGATE,,WDE4978,60,0,17,6,,,B,sw
368102290,29.15194,-89.24718,0.2,-162.6,161,,,,,5,,,,,A,
367660050,33.362483150894036,30.3082201458392,7.8,81.5,511,ISLAND EXPLORER,IMO8971580,WDH8636,31,15,17,,,,B,sw
367600830,32.72314,-117.22688,0,-49.6,511,LEGEND,,WDH2751,60,8,21,6,,,B,
367604950,32.33612586734647,28.851082356630684,0,-172.1,511,BARRY KELLEY,,WDH3166,31,15,14,,,,B,ns
366936980,39.46846927868683,6.678313410531155,0,-159.8,511,MAGNOLIA,,WDB7135,31,0,39,10,,,B,we
367327970,38.0883789792622,25.277894017969036,0,-150.6,272,THOMAS GOLDING,,WDE2661,31,12,33,9,,57,B,ns
367661350,36.282880370914796,26.369112651961924,0,-62.1,511,NYPD 702,,WDH8775,90,0,,,,,B,ns
367601620,29.93608,-90.00196,0,-160.3,511,FRANK GOLEMI,,WDH2829,31,15,22,,,,B,
367111870,29.5968,-90.66586,0,185.3,511,BERTHA D,IMO9399442,WDD2172,90,15,50,10,3.6,90,B,
367109430,34.09465390679491,27.9375162459057,0,8.7,175,WHIRLAWAY,,WDC9981,31,15,20,7,,,B,ns
215000154,37.92193,-122.37252,0,-49.6,511,MALAIKA,,9HB4789,36,,,,,,B,
367519290,36.808233399241786,0.9151286164553494,0,-162,511,CAPT WOODY,,WDG2789,31,0,16,6,,,B,ew
369970377,44.93472852310178,36.620887633800805,0,-173.4,511,SANDERFORD,,AEAL,90,15,,,,31,B,sn
367749970,43.68878602847609,32.47973478576601,4,-107.6,511,LOUISIANA PARADISE,,WDI9569,31,0,,,,,B,sn
366990010,41.20711160799597,29.241951617803874,0,-189.9,336,SHERYL,,WDC2249,31,0,24,11,,31,B,
338162692,47.26948,-122.37235,0.6,-81.1,511,BLUE HERON,,,37,,18,,,,B,
367301830,38.56853210877371,25.144605771498792,0,28.7,511,KATHERINE,IMO7938220,WDD8712,30,15,23,6,,30,B,sw
257246000,24.51437,-79.77854,13.1,204.3,206,,,,,0,,,,,B,
367506840,33.42128842488492,28.102476984480088,0,144.2,511,SIGNET VALIANT,IMO8964551,WDF9598,31,0,24,9,,31,B,ns
366952790,33.57441853373147,29.887123832766193,17.6,-194.6,215,GUY V MOLINARI,IMO9333486,WDB8295,60,0,94,21,4.2,60,B,sw
367008920,36.688882222291234,28.85146788397023,0,-156.6,511,CAPT TRAVIS,IMO8423923,WDC3494,31,0,23,6,,31,B,
368120020,37.96321,-87.60209,10.5,181.1,511,,,,,15,,,,,B,
366961470,40.28503565559206,24.09936455001527,0,39.8,300,PATRICIA I HART,,WDB8608,31,0,52,15,,,B,ns
366874960,39.28686177462062,24.82537081436295,0,-170.5,1,JOEL SMITH,IMO8644424,WDB2350,31,0,23,8,,31,B,ns
